"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","V21"
"1",0.00617823400785014,0.00530519104038225,0.00708299624686896,0.00572311727243327,0.00413650990746307,0.00379274290173416,0.00491395325772621,0.00379274290173416,0.00617823400785014,0.00491395325772621,0.00617823400785014,0.00617823400785014,0.00576651246602732,0.00617823400785014,0.00758574817455174,0.00758574817455174,0.00317138208082876,0.00317138208082876,0.00661624832343972,0.00661624832343972,0.00420279167354671
"2",0.000267516006350609,0.00106715681277297,0.000610989300749287,0.00136514481146843,0.00201494936401234,0.0016478380567941,0.00235233413579761,0.00368478301696778,0.00318019820514351,0.00470381800365058,0.00318019820514351,0.00318019820514351,0.00520547674931583,0.00584534901062191,0.00413123083180582,0.00413123083180582,0.00272002420800445,0.00272002420800445,0.00368478301696778,0.00368478301696778,0.0016065953545178
"3",0.0440166952741013,0.0478383332544493,0.0356015485672027,0.0393461977579727,0.0521846405439891,0.0437191692111532,0.0481022726118106,0.0524070195240652,0.0440166952741013,0.0481022726118106,0.0440166952741013,0.0440166952741013,0.0364737742903303,0.0440166952741013,0.0401428004282698,0.0401428004282698,0.029360801920991,0.029360801920991,0.0437191692111532,0.0437191692111532,0.0330034253347894
"4",0.000320825805401255,0.0018756209862591,0.00268813353259148,0.00365186164778167,0.00837807553676984,0.00552603180103815,0.00731887340648737,0.00885788543720836,0.00593310465600871,0.00731887340648737,0.00593310465600871,0.00593310465600871,0.00988973488100502,0.00936115824498736,0.00778583159134393,0.00778583159134393,0.00636136961058978,0.00636136961058978,0.00885788543720836,0.00885788543720836,0.00508524653638854
"5",0.00665154232304907,0.00252089787329631,0.00352227953936056,0.00238691804987648,0.00352227953936056,0.003681711420346,0.00505866415019269,0.00644039707122954,0.00665154232304907,0.00822224935232356,0.0102196432169695,0.0102196432169695,0.00687463871940549,0.00665154232304907,0.00846069953530846,0.00846069953530846,0.010487054937014,0.010487054937014,0.00644039707122954,0.00644039707122954,0.00871374374530756
"6",0.0518110051355921,0.0483723485598846,0.0444328087547738,0.0406641480367071,0.0444328087547738,0.0358794020683834,0.0394481330680942,0.0437751273980745,0.0431926078451317,0.0477040191837617,0.0518110051355921,0.0518110051355921,0.0426813691808486,0.0431926078451317,0.0471160451755488,0.0471160451755488,0.0426813691808486,0.0426813691808486,0.0437751273980745,0.0437751273980745,0.0466045559920244
"7",0.0268953852396946,0.0248674052168411,0.0222010837534649,0.0196844028120623,0.0222010837534649,0.0214817022844319,0.0183679587709203,0.0214817022844319,0.0208111280010002,0.0241118361127964,0.0268953852396946,0.0268953852396946,0.0261618451413672,0.0268953852396946,0.0298342399322586,0.0298342399322586,0.0261618451413672,0.0261618451413672,0.027684666372571,0.027684666372571,0.0290733880114707
"8",0.120625336908326,0.0985279802463785,0.0917367418922107,0.085216788323239,0.0917367418922107,0.0808624371161656,0.0757624991908511,0.0808624371161656,0.0820028647843025,0.0872862586084496,0.0939930022222339,0.0939930022222339,0.0832746513655514,0.0820028647843025,0.0885273327495957,0.0885273327495957,0.0832746513655514,0.0832746513655514,0.0808624371161656,0.0808624371161656,0.0782268008210159
"9",0.000454828188332526,7.39008053790931e-05,0.000481168863714154,0.000172185496725971,0.000481168863714154,0.00155812114035795,8.1224194174498e-05,4.96787795800102e-08,3.15908398559798e-06,0.000111692826708941,3.15908398559798e-06,3.15908398559798e-06,0.000247662126023604,3.15908398559798e-06,4.88544718900751e-05,4.88544718900751e-05,1.41945887010689e-05,1.41945887010689e-05,4.96787795800102e-08,4.96787795800102e-08,0.000210303135467176
"10",0.0414707775774514,0.031538864842959,0.0285343007330027,0.0256796739734669,0.0285343007330027,0.027684666372571,0.0241118361127964,0.027684666372571,0.0268953852396946,0.0306544922930223,0.0337788386255768,0.0337788386255768,0.0329306299870244,0.0337788386255768,0.037059998367968,0.037059998367968,0.0329306299870244,0.0329306299870244,0.027684666372571,0.027684666372571,0.0361871337014416
